osisRef,verseText,source,book,bookOrder,chapter,verse,chrono_txt,chrono_num,verseCount,text,handcoded.sentiment,deberta,deberta.hybrid
Isa.38.12,"Mine age is departed, and is removed from me as a shepherd’s tent: I have cut off like a weaver my life: he will cut me off with pining sickness: from day even to night wilt thou make an end of me.",StrongAge,Isaiah,23,38,12,Iron Age,3,1292,"Mine age is departed, and is removed from me as a shepherd’s tent: I have cut off like a weaver my life: he will cut me off with pining sickness: from day even to night wilt thou make an end of me.",negative,NA,negative
Isa.46.4,"And even to your old age I am he; and even to hoar hairs will I carry you: I have made, and I will bear; even I will carry, and will deliver you.",StrongOld,Isaiah,23,46,4,Iron Age,3,1292,"And even to your old age I am he; and even to hoar hairs will I carry you: I have made, and I will bear; even I will carry, and will deliver you.",positive,NA,positive
Isa.47.6,"I was wroth with my people, I have polluted mine inheritance, and given them into thine hand: thou didst shew them no mercy; upon the ancient hast thou very heavily laid thy yoke.",Dulin,Isaiah,23,47,6,Iron Age,3,1292,"I was wroth with my people, I have polluted mine inheritance, and given them into thine hand: thou didst shew them no mercy; upon the ancient hast thou very heavily laid thy yoke.",negative,NA,negative
Isa.65.20,"There shall be no more thence an infant of days, nor an old man that hath not filled his days: for the child shall die an hundred years old; but the sinner being an hundred years old shall be accursed.",StrongOld,Isaiah,23,65,20,Iron Age,3,1292,"There shall be no more thence an infant of days, nor an old man that hath not filled his days: for the child shall die an hundred years old; but the sinner being an hundred years old shall be accursed.",positive,NA,positive
Jer.6.11,"Therefore I am full of the fury of the LORD; I am weary with holding in: I will pour it out upon the children abroad, and upon the assembly of young men together: for even the husband with the wife shall be taken, the aged with him that is full of days.",Dulin,Jeremiah,24,6,11,Iron Age,3,1364,NA,NA,negative,negative
Jer.18.18,"Then said they, Come, and let us devise devices against Jeremiah; for the law shall not perish from the priest, nor counsel from the wise, nor the word from the prophet. Come, and let us smite him with the tongue, and let us not give heed to any of his words.",NIDOTTE,Jeremiah,24,18,18,Iron Age,3,1364,NA,NA,negative,negative
Jer.19.1,"Thus saith the LORD, Go and get a potter’s earthen bottle, and take of the ancients of the people, and of the ancients of the priests;",Dulin,Jeremiah,24,19,1,Iron Age,3,1364,NA,NA,positive,positive
Jer.26.17,"Then rose up certain of the elders of the land, and spake to all the assembly of the people, saying,",StrongElders,Jeremiah,24,26,17,Iron Age,3,1364,"Then rose up certain of the elders of the land, and spake to all the assembly of the people, saying,",neutral,NA,neutral
Jer.29.1,"Now these are the words of the letter that Jeremiah the prophet sent from Jerusalem unto the residue of the elders which were carried away captives, and to the priests, and to the prophets, and to all the people whom Nebuchadnezzar had carried away captive from Jerusalem to Babylon;",StrongElders,Jeremiah,24,29,1,Iron Age,3,1364,NA,NA,negative,negative
Jer.31.13,"Then shall the virgin rejoice in the dance, both young men and old together: for I will turn their mourning into joy, and will comfort them, and make them rejoice from their sorrow.",StrongOld,Jeremiah,24,31,13,Iron Age,3,1364,"Then shall the virgin rejoice in the dance, both young men and old together: for I will turn their mourning into joy, and will comfort them, and make them rejoice from their sorrow.",positive,NA,positive
Jer.51.22,With thee also will I break in pieces man and woman; and with thee will I break in pieces old and young; and with thee will I break in pieces the young man and the maid;,StrongOld,Jeremiah,24,51,22,Iron Age,3,1364,NA,NA,negative,negative
Lam.1.19,"I called for my lovers, but they deceived me: my priests and mine elders gave up the ghost in the city, while they sought their meat to relieve their souls.",StrongElders,Lamentations,25,1,19,Iron Age,3,154,NA,NA,negative,negative
Lam.2.10,"The elders of the daughter of Zion sit upon the ground, and keep silence: they have cast up dust upon their heads; they have girded themselves with sackcloth: the virgins of Jerusalem hang down their heads to the ground.",StrongElders,Lamentations,25,2,10,Iron Age,3,154,NA,NA,negative,negative
Lam.2.21,"The young and the old lie on the ground in the streets: my virgins and my young men are fallen by the sword; thou hast slain them in the day of thine anger; thou hast killed, and not pitied.",StrongOld,Lamentations,25,2,21,Iron Age,3,154,NA,NA,negative,negative
Lam.3.4,My flesh and my skin hath he made old; he hath broken my bones.,StrongOld,Lamentations,25,3,4,Iron Age,3,154,My flesh and my skin hath he made old; he hath broken my bones.,negative,NA,negative
Lam.3.6,"He hath set me in dark places, as they that be dead of old.",StrongOld,Lamentations,25,3,6,Iron Age,3,154,"He hath set me in dark places, as they that be dead of old.",negative,NA,negative
Lam.4.16,"The anger of the LORD hath divided them; he will no more regard them: they respected not the persons of the priests, they favoured not the elders.",StrongElders,Lamentations,25,4,16,Iron Age,3,154,"The anger of the LORD hath divided them; he will no more regard them: they respected not the persons of the priests, they favoured not the elders.",negative,NA,negative
Lam.5.12,Princes are hanged up by their hand: the faces of elders were not honoured.,StrongElders,Lamentations,25,5,12,Iron Age,3,154,Princes are hanged up by their hand: the faces of elders were not honoured.,negative,NA,negative
Lam.5.14,"The elders have ceased from the gate, the young men from their musick.",StrongElders,Lamentations,25,5,14,Iron Age,3,154,NA,NA,negative,negative
Ezek.7.26,"Mischief shall come upon mischief, and rumour shall be upon rumour; then shall they seek a vision of the prophet; but the law shall perish from the priest, and counsel from the ancients.",NIDOTTE,Ezekiel,26,7,26,Iron Age,3,1273,"Mischief shall come upon mischief, and rumour shall be upon rumour; then shall they seek a vision of the prophet; but the law shall perish from the priest, and counsel from the ancients.",negative,NA,negative
Ezek.8.1,"And it came to pass in the sixth year, in the sixth month, in the fifth day of the month, as I sat in mine house, and the elders of Judah sat before me, that the hand of the Lord GOD fell there upon me.",StrongElders,Ezekiel,26,8,1,Iron Age,3,1273,"And it came to pass in the sixth year, in the sixth month, in the fifth day of the month, as I sat in mine house, and the elders of Judah sat before me, that the hand of the Lord GOD fell there upon me.",neutral,NA,neutral
Ezek.8.11,"And there stood before them seventy men of the ancients of the house of Israel, and in the midst of them stood Jaazaniah the son of Shaphan, with every man his censer in his hand; and a thick cloud of incense went up.",NIDOTTE,Ezekiel,26,8,11,Iron Age,3,1273,NA,NA,neutral,neutral
Ezek.8.12,"Then said he unto me, Son of man, hast thou seen what the ancients of the house of Israel do in the dark, every man in the chambers of his imagery? for they say, The LORD seeth us not; the LORD hath forsaken the earth.",NIDOTTE,Ezekiel,26,8,12,Iron Age,3,1273,"Then said he unto me, Son of man, hast thou seen what the ancients of the house of Israel do in the dark, every man in the chambers of his imagery? for they say, The LORD seeth us not; the LORD hath forsaken the earth.",negative,NA,negative
Ezek.9.6,"Slay utterly old and young, both maids, and little children, and women: but come not near any man upon whom is the mark; and begin at my sanctuary. Then they began at the ancient men which were before the house.",StrongOld,Ezekiel,26,9,6,Iron Age,3,1273,"Slay utterly old and young, both maids, and little children, and women: but come not near any man upon whom is the mark; and begin at my sanctuary. Then they began at the ancient men which were before the house.",negative,NA,negative
Ezek.14.1,"Then came certain of the elders of Israel unto me, and sat before me.",StrongElders,Ezekiel,26,14,1,Iron Age,3,1273,NA,NA,neutral,neutral
Ezek.20.1,"And it came to pass in the seventh year, in the fifth month, the tenth day of the month, that certain of the elders of Israel came to enquire of the LORD, and sat before me.",StrongElders,Ezekiel,26,20,1,Iron Age,3,1273,NA,NA,neutral,neutral
Ezek.20.3,"Son of man, speak unto the elders of Israel, and say unto them, Thus saith the Lord GOD; Are ye come to enquire of me? As I live, saith the Lord GOD, I will not be enquired of by you.",StrongElders,Ezekiel,26,20,3,Iron Age,3,1273,NA,NA,negative,negative
Dan.5.31,"And Darius the Median took the kingdom, being about threescore and two years old.",StrongOld,Daniel,27,5,31,Iron Age,3,357,NA,NA,neutral,neutral
Dan.7.9,"I beheld till the thrones were cast down, and the Ancient of days did sit, whose garment was white as snow, and the hair of his head like the pure wool: his throne was like the fiery flame, and his wheels as burning fire.",hays,Daniel,27,7,9,Iron Age,3,357,NA,NA,negative,negative
Hos.7.9,"Strangers have devoured his strength, and he knoweth it not: yea, gray hairs are here and there upon him, yet he knoweth not.",Dulin,Hosea,28,7,9,Iron Age,3,197,NA,NA,negative,negative
Joel.1.2,"Hear this, ye old men, and give ear, all ye inhabitants of the land. Hath this been in your days, or even in the days of your fathers?",StrongOld,Joel,29,1,2,Iron Age,3,73,NA,NA,positive,positive
Joel.1.14,"Sanctify ye a fast, call a solemn assembly, gather the elders and all the inhabitants of the land into the house of the LORD your God, and cry unto the LORD,",StrongElders,Joel,29,1,14,Iron Age,3,73,NA,NA,positive,positive
Joel.2.16,"Gather the people, sanctify the congregation, assemble the elders, gather the children, and those that suck the breasts: let the bridegroom go forth of his chamber, and the bride out of her closet.",StrongElders,Joel,29,2,16,Iron Age,3,73,"Gather the people, sanctify the congregation, assemble the elders, gather the children, and those that suck the breasts: let the bridegroom go forth of his chamber, and the bride out of her closet.",neutral,NA,neutral
Joel.2.28,"And it shall come to pass afterward, that I will pour out my spirit upon all flesh; and your sons and your daughters shall prophesy, your old men shall dream dreams, your young men shall see visions:",StrongOld,Joel,29,2,28,Iron Age,3,73,"And it shall come to pass afterward, that I will pour out my spirit upon all flesh; and your sons and your daughters shall prophesy, your old men shall dream dreams, your young men shall see visions:",positive,NA,positive
Zech.8.4,"Thus saith the LORD of hosts; There shall yet old men and old women dwell in the streets of Jerusalem, and every man with his staff in his hand for very age.",StrongOld,Zechariah,38,8,4,Iron Age,3,211,NA,NA,positive,positive
Mal.3.5,"And I will come near to you to judgment; and I will be a swift witness against the sorcerers, and against the adulterers, and against false swearers, and against those that oppress the hireling in his wages, the widow, and the fatherless, and that turn aside the stranger from his right, and fear not me, saith the LORD of hosts.",anchor,Malachi,39,3,5,Iron Age,3,55,"And I will come near to you to judgment; and I will be a swift witness against the sorcerers, and against the adulterers, and against false swearers, and against those that oppress the hireling in his wages, the widow, and the fatherless, and that turn aside the stranger from his right, and fear not me, saith the LORD of hosts.",negative,NA,negative
Matt.15.2,Why do thy disciples transgress the tradition of the elders? for they wash not their hands when they eat bread.,StrongElders,Matthew,40,15,2,Roman Empire,4,1071,Why do thy disciples transgress the tradition of the elders? for they wash not their hands when they eat bread.,negative,NA,negative
Matt.16.21,"From that time forth began Jesus to shew unto his disciples, how that he must go unto Jerusalem, and suffer many things of the elders and chief priests and scribes, and be killed, and be raised again the third day.",StrongElders,Matthew,40,16,21,Roman Empire,4,1071,NA,NA,negative,negative
Matt.21.23,"And when he was come into the temple, the chief priests and the elders of the people came unto him as he was teaching, and said, By what authority doest thou these things? and who gave thee this authority?",StrongElders,Matthew,40,21,23,Roman Empire,4,1071,NA,NA,neutral,neutral
Matt.26.3,"Then assembled together the chief priests, and the scribes, and the elders of the people, unto the palace of the high priest, who was called Caiaphas,",StrongElders,Matthew,40,26,3,Roman Empire,4,1071,NA,NA,neutral,neutral
Matt.26.47,"And while he yet spake, lo, Judas, one of the twelve, came, and with him a great multitude with swords and staves, from the chief priests and elders of the people.",StrongElders,Matthew,40,26,47,Roman Empire,4,1071,"And while he yet spake, lo, Judas, one of the twelve, came, and with him a great multitude with swords and staves, from the chief priests and elders of the people.",negative,NA,negative
Matt.26.57,"And they that had laid hold on Jesus led him away to Caiaphas the high priest, where the scribes and the elders were assembled.",StrongElders,Matthew,40,26,57,Roman Empire,4,1071,NA,NA,neutral,neutral
Matt.26.59,"Now the chief priests, and elders, and all the council, sought false witness against Jesus, to put him to death;",StrongElders,Matthew,40,26,59,Roman Empire,4,1071,"Now the chief priests, and elders, and all the council, sought false witness against Jesus, to put him to death;",negative,NA,negative
Matt.27.1,"When the morning was come, all the chief priests and elders of the people took counsel against Jesus to put him to death:",StrongElders,Matthew,40,27,1,Roman Empire,4,1071,"When the morning was come, all the chief priests and elders of the people took counsel against Jesus to put him to death:",negative,NA,negative
Matt.27.3,"Then Judas, which had betrayed him, when he saw that he was condemned, repented himself, and brought again the thirty pieces of silver to the chief priests and elders,",StrongElders,Matthew,40,27,3,Roman Empire,4,1071,NA,NA,negative,negative
Matt.27.12,"And when he was accused of the chief priests and elders, he answered nothing.",StrongElders,Matthew,40,27,12,Roman Empire,4,1071,"And when he was accused of the chief priests and elders, he answered nothing.",negative,NA,negative
Matt.27.20,"But the chief priests and elders persuaded the multitude that they should ask Barabbas, and destroy Jesus.",StrongElders,Matthew,40,27,20,Roman Empire,4,1071,"But the chief priests and elders persuaded the multitude that they should ask Barabbas, and destroy Jesus.",negative,NA,negative
Matt.27.41,"Likewise also the chief priests mocking him, with the scribes and elders, said,",StrongElders,Matthew,40,27,41,Roman Empire,4,1071,"Likewise also the chief priests mocking him, with the scribes and elders, said,",negative,NA,negative
Matt.28.12,"And when they were assembled with the elders, and had taken counsel, they gave large money unto the soldiers,",StrongElders,Matthew,40,28,12,Roman Empire,4,1071,NA,NA,negative,negative
Mark.7.3,"For the Pharisees, and all the Jews, except they wash their hands oft, eat not, holding the tradition of the elders.",StrongElders,Mark,41,7,3,Roman Empire,4,678,NA,NA,negative,negative
Mark.7.5,"Then the Pharisees and scribes asked him, Why walk not thy disciples according to the tradition of the elders, but eat bread with unwashen hands?",StrongElders,Mark,41,7,5,Roman Empire,4,678,"Then the Pharisees and scribes asked him, Why walk not thy disciples according to the tradition of the elders, but eat bread with unwashen hands?",neutral,NA,neutral
Mark.7.10,"For Moses said, Honour thy father and thy mother; and, Whoso curseth father or mother, let him die the death:",anchor,Mark,41,7,10,Roman Empire,4,678,"For Moses said, Honour thy father and thy mother; and, Whoso curseth father or mother, let him die the death:",neutral,NA,neutral
Mark.8.31,"And he began to teach them, that the Son of man must suffer many things, and be rejected of the elders, and of the chief priests, and scribes, and be killed, and after three days rise again.",StrongElders,Mark,41,8,31,Roman Empire,4,678,"And he began to teach them, that the Son of man must suffer many things, and be rejected of the elders, and of the chief priests, and scribes, and be killed, and after three days rise again.",negative,NA,negative
Mark.11.27,"And they come again to Jerusalem: and as he was walking in the temple, there come to him the chief priests, and the scribes, and the elders,",StrongElders,Mark,41,11,27,Roman Empire,4,678,"And they come again to Jerusalem: and as he was walking in the temple, there come to him the chief priests, and the scribes, and the elders,",neutral,NA,neutral
Mark.14.43,"And immediately, while he yet spake, cometh Judas, one of the twelve, and with him a great multitude with swords and staves, from the chief priests and the scribes and the elders.",StrongElders,Mark,41,14,43,Roman Empire,4,678,NA,NA,negative,negative
Mark.14.53,And they led Jesus away to the high priest: and with him were assembled all the chief priests and the elders and the scribes.,StrongElders,Mark,41,14,53,Roman Empire,4,678,And they led Jesus away to the high priest: and with him were assembled all the chief priests and the elders and the scribes.,neutral,NA,neutral
Mark.15.1,"And straightway in the morning the chief priests held a consultation with the elders and scribes and the whole council, and bound Jesus, and carried him away, and delivered him to Pilate.",StrongElders,Mark,41,15,1,Roman Empire,4,678,"And straightway in the morning the chief priests held a consultation with the elders and scribes and the whole council, and bound Jesus, and carried him away, and delivered him to Pilate.",negative,NA,negative
Luke.1.7,"And they had no child, because that Elisabeth was barren, and they both were now well stricken in years.",hays,Luke,42,1,7,Roman Empire,4,1151,NA,NA,negative,negative
Luke.1.18,"And Zacharias said unto the angel, Whereby shall I know this? for I am an old man, and my wife well stricken in years.",StrongOld,Luke,42,1,18,Roman Empire,4,1151,NA,NA,positive,positive
Luke.1.36,"And, behold, thy cousin Elisabeth, she hath also conceived a son in her old age: and this is the sixth month with her, who was called barren.",StrongOld,Luke,42,1,36,Roman Empire,4,1151,"And, behold, thy cousin Elisabeth, she hath also conceived a son in her old age: and this is the sixth month with her, who was called barren.",positive,NA,positive
Luke.2.36,"And there was one Anna, a prophetess, the daughter of Phanuel, of the tribe of Aser: she was of a great age, and had lived with an husband seven years from her virginity;",hays,Luke,42,2,36,Roman Empire,4,1151,NA,NA,neutral,neutral
Luke.2.37,"And she was a widow of about fourscore and four years, which departed not from the temple, but served God with fastings and prayers night and day.",hays,Luke,42,2,37,Roman Empire,4,1151,NA,NA,positive,positive
Luke.7.3,"And when he heard of Jesus, he sent unto him the elders of the Jews, beseeching him that he would come and heal his servant.",StrongElders,Luke,42,7,3,Roman Empire,4,1151,NA,NA,positive,positive
Luke.7.13,"And when the Lord saw her, he had compassion on her, and said unto her, Weep not.",anchor,Luke,42,7,13,Roman Empire,4,1151,"And when the Lord saw her, he had compassion on her, and said unto her, Weep not.",positive,NA,positive
Luke.9.8,"And of some, that Elias had appeared; and of others, that one of the old prophets was risen again.",StrongOld,Luke,42,9,8,Roman Empire,4,1151,"And of some, that Elias had appeared; and of others, that one of the old prophets was risen again.",neutral,NA,neutral
Luke.9.19,"They answering said, John the Baptist; but some say, Elias; and others say, that one of the old prophets is risen again.",StrongOld,Luke,42,9,19,Roman Empire,4,1151,NA,NA,neutral,neutral
Luke.9.22,"Saying, The Son of man must suffer many things, and be rejected of the elders and chief priests and scribes, and be slain, and be raised the third day.",StrongElders,Luke,42,9,22,Roman Empire,4,1151,"Saying, The Son of man must suffer many things, and be rejected of the elders and chief priests and scribes, and be slain, and be raised the third day.",negative,NA,negative
Luke.20.1,"And it came to pass, that on one of those days, as he taught the people in the temple, and preached the gospel, the chief priests and the scribes came upon him with the elders,",StrongElders,Luke,42,20,1,Roman Empire,4,1151,NA,NA,neutral,neutral
Luke.21.2,And he saw also a certain poor widow casting in thither two mites.,anchor,Luke,42,21,2,Roman Empire,4,1151,NA,NA,positive,positive
Luke.21.3,"And he said, Of a truth I say unto you, that this poor widow hath cast in more than they all:",anchor,Luke,42,21,3,Roman Empire,4,1151,NA,NA,negative,negative
Luke.21.4,For all these have of their abundance cast in unto the offerings of God: but she of her penury hath cast in all the living that she had.,anchor,Luke,42,21,4,Roman Empire,4,1151,For all these have of their abundance cast in unto the offerings of God: but she of her penury hath cast in all the living that she had.,positive,NA,positive
Luke.22.52,"Then Jesus said unto the chief priests, and captains of the temple, and the elders, which were come to him, Be ye come out, as against a thief, with swords and staves?",StrongElders,Luke,42,22,52,Roman Empire,4,1151,NA,NA,negative,negative
Luke.22.66,"And as soon as it was day, the elders of the people and the chief priests and the scribes came together, and led him into their council, saying,",StrongElders,Luke,42,22,66,Roman Empire,4,1151,NA,NA,neutral,neutral
John.3.4,"Nicodemus saith unto him, How can a man be born when he is old? can he enter the second time into his mother’s womb, and be born?",StrongOld,John,43,3,4,Roman Empire,4,879,NA,NA,negative,negative
John.8.57,"Then said the Jews unto him, Thou art not yet fifty years old, and hast thou seen Abraham?",StrongOld,John,43,8,57,Roman Empire,4,879,NA,NA,neutral,neutral
John.21.18,"Verily, verily, I say unto thee, When thou wast young, thou girdedst thyself, and walkedst whither thou wouldest: but when thou shalt be old, thou shalt stretch forth thy hands, and another shall gird thee, and carry thee whither thou wouldest not.",StrongOld,John,43,21,18,Roman Empire,4,879,"Verily, verily, I say unto thee, When thou wast young, thou girdedst thyself, and walkedst whither thou wouldest: but when thou shalt be old, thou shalt stretch forth thy hands, and another shall gird thee, and carry thee whither thou wouldest not.",negative,NA,negative
Acts.2.17,"And it shall come to pass in the last days, saith God, I will pour out of my Spirit upon all flesh: and your sons and your daughters shall prophesy, and your young men shall see visions, and your old men shall dream dreams:",StrongOld,Acts,44,2,17,Roman Empire,4,1007,NA,NA,positive,positive
Acts.4.5,"And it came to pass on the morrow, that their rulers, and elders, and scribes,",StrongElders,Acts,44,4,5,Roman Empire,4,1007,NA,NA,positive,positive
Acts.4.8,"Then Peter, filled with the Holy Ghost, said unto them, Ye rulers of the people, and elders of Israel,",StrongElders,Acts,44,4,8,Roman Empire,4,1007,NA,NA,neutral,neutral
Acts.4.22,"For the man was above forty years old, on whom this miracle of healing was shewed.",StrongOld,Acts,44,4,22,Roman Empire,4,1007,"For the man was above forty years old, on whom this miracle of healing was shewed.",positive,NA,positive
Acts.4.23,"And being let go, they went to their own company, and reported all that the chief priests and elders had said unto them.",StrongElders,Acts,44,4,23,Roman Empire,4,1007,"And being let go, they went to their own company, and reported all that the chief priests and elders had said unto them.",neutral,NA,neutral
Acts.6.1,"And in those days, when the number of the disciples was multiplied, there arose a murmuring of the Grecians against the Hebrews, because their widows were neglected in the daily ministration.",anchor,Acts,44,6,1,Roman Empire,4,1007,"And in those days, when the number of the disciples was multiplied, there arose a murmuring of the Grecians against the Hebrews, because their widows were neglected in the daily ministration.",negative,NA,negative
Acts.6.12,"And they stirred up the people, and the elders, and the scribes, and came upon him, and caught him, and brought him to the council,",StrongElders,Acts,44,6,12,Roman Empire,4,1007,"And they stirred up the people, and the elders, and the scribes, and came upon him, and caught him, and brought him to the council,",negative,NA,negative
Acts.7.23,"And when he was full forty years old, it came into his heart to visit his brethren the children of Israel.",StrongOld,Acts,44,7,23,Roman Empire,4,1007,NA,NA,positive,positive
Acts.9.39,"Then Peter arose and went with them. When he was come, they brought him into the upper chamber: and all the widows stood by him weeping, and shewing the coats and garments which Dorcas made, while she was with them.",anchor,Acts,44,9,39,Roman Empire,4,1007,NA,NA,negative,negative
Acts.11.30,"Which also they did, and sent it to the elders by the hands of Barnabas and Saul.",StrongElders,Acts,44,11,30,Roman Empire,4,1007,"Which also they did, and sent it to the elders by the hands of Barnabas and Saul.",neutral,NA,neutral
Acts.14.23,"And when they had ordained them elders in every church, and had prayed with fasting, they commended them to the Lord, on whom they believed.",StrongElders,Acts,44,14,23,Roman Empire,4,1007,"And when they had ordained them elders in every church, and had prayed with fasting, they commended them to the Lord, on whom they believed.",positive,NA,positive
Acts.15.2,"When therefore Paul and Barnabas had no small dissension and disputation with them, they determined that Paul and Barnabas, and certain other of them, should go up to Jerusalem unto the apostles and elders about this question.",StrongElders,Acts,44,15,2,Roman Empire,4,1007,NA,NA,neutral,neutral
Acts.15.4,"And when they were come to Jerusalem, they were received of the church, and of the apostles and elders, and they declared all things that God had done with them.",StrongElders,Acts,44,15,4,Roman Empire,4,1007,"And when they were come to Jerusalem, they were received of the church, and of the apostles and elders, and they declared all things that God had done with them.",positive,NA,positive
Acts.15.6,And the apostles and elders came together for to consider of this matter.,StrongElders,Acts,44,15,6,Roman Empire,4,1007,And the apostles and elders came together for to consider of this matter.,neutral,NA,neutral
Acts.15.21,"For Moses of old time hath in every city them that preach him, being read in the synagogues every sabbath day.",StrongOld,Acts,44,15,21,Roman Empire,4,1007,NA,NA,positive,positive
Acts.15.22,"Then pleased it the apostles and elders, with the whole church, to send chosen men of their own company to Antioch with Paul and Barnabas; namely, Judas surnamed Barsabas, and Silas, chief men among the brethren:",StrongElders,Acts,44,15,22,Roman Empire,4,1007,NA,NA,neutral,neutral
Acts.15.23,And they wrote letters by them after this manner; The apostles and elders and brethren send greeting unto the brethren which are of the Gentiles in Antioch and Syria and Cilicia:,StrongElders,Acts,44,15,23,Roman Empire,4,1007,NA,NA,positive,positive
Acts.16.4,"And as they went through the cities, they delivered them the decrees for to keep, that were ordained of the apostles and elders which were at Jerusalem.",StrongElders,Acts,44,16,4,Roman Empire,4,1007,NA,NA,positive,positive
Acts.20.17,"And from Miletus he sent to Ephesus, and called the elders of the church.",StrongElders,Acts,44,20,17,Roman Empire,4,1007,NA,NA,neutral,neutral
Acts.21.16,"There went with us also certain of the disciples of Caesarea, and brought with them one Mnason of Cyprus, an old disciple, with whom we should lodge.",StrongOld,Acts,44,21,16,Roman Empire,4,1007,NA,NA,neutral,neutral
Acts.21.18,And the day following Paul went in with us unto James; and all the elders were present.,StrongElders,Acts,44,21,18,Roman Empire,4,1007,And the day following Paul went in with us unto James; and all the elders were present.,neutral,NA,neutral
Acts.22.5,"As also the high priest doth bear me witness, and all the estate of the elders: from whom also I received letters unto the brethren, and went to Damascus, to bring them which were there bound unto Jerusalem, for to be punished.",StrongElders,Acts,44,22,5,Roman Empire,4,1007,NA,NA,negative,negative
Acts.23.14,"And they came to the chief priests and elders, and said, We have bound ourselves under a great curse, that we will eat nothing until we have slain Paul.",StrongElders,Acts,44,23,14,Roman Empire,4,1007,"And they came to the chief priests and elders, and said, We have bound ourselves under a great curse, that we will eat nothing until we have slain Paul.",negative,NA,negative
Acts.24.1,"And after five days Ananias the high priest descended with the elders, and with a certain orator named Tertullus, who informed the governor against Paul.",StrongElders,Acts,44,24,1,Roman Empire,4,1007,"And after five days Ananias the high priest descended with the elders, and with a certain orator named Tertullus, who informed the governor against Paul.",neutral,NA,neutral
Acts.25.15,"About whom, when I was at Jerusalem, the chief priests and the elders of the Jews informed me, desiring to have judgment against him.",StrongElders,Acts,44,25,15,Roman Empire,4,1007,NA,NA,negative,negative
Rom.4.19,"And being not weak in faith, he considered not his own body now dead, when he was about an hundred years old, neither yet the deadness of Sara’s womb:",StrongOld,Romans,45,4,19,Roman Empire,4,433,"And being not weak in faith, he considered not his own body now dead, when he was about an hundred years old, neither yet the deadness of Sara’s womb:",positive,NA,positive
1Tim.5.1,"Rebuke not an elder, but intreat him as a father; and the younger men as brethren;",hays,1 Timothy,54,1,1,Roman Empire,4,113,"Rebuke not an elder, but intreat him as a father; and the younger men as brethren;",positive,NA,positive
1Tim.3.1,"This is a true saying, If a man desire the office of a bishop, he desireth a good work.",Mounce,1 Timothy,54,1,1,Roman Empire,4,113,NA,NA,positive,positive
1Tim.5.2,"The elder women as mothers; the younger as sisters, with all purity.",hays,1 Timothy,54,1,2,Roman Empire,4,113,"The elder women as mothers; the younger as sisters, with all purity.",positive,NA,positive
1Tim.3.2,"A bishop then must be blameless, the husband of one wife, vigilant, sober, of good behaviour, given to hospitality, apt to teach;",Mounce,1 Timothy,54,1,2,Roman Empire,4,113,"A bishop then must be blameless, the husband of one wife, vigilant, sober, of good behaviour, given to hospitality, apt to teach;",positive,NA,positive
1Tim.5.3,Honour widows that are widows indeed.,anchor,1 Timothy,54,1,3,Roman Empire,4,113,Honour widows that are widows indeed.,positive,NA,positive
1Tim.3.3,"Not given to wine, no striker, not greedy of filthy lucre; but patient, not a brawler, not covetous;",Mounce,1 Timothy,54,1,3,Roman Empire,4,113,NA,NA,negative,negative
1Tim.5.4,"But if any widow have children or nephews, let them learn first to shew piety at home, and to requite their parents: for that is good and acceptable before God.",anchor,1 Timothy,54,1,4,Roman Empire,4,113,"But if any widow have children or nephews, let them learn first to shew piety at home, and to requite their parents: for that is good and acceptable before God.",positive,NA,positive
1Tim.3.4,"One that ruleth well his own house, having his children in subjection with all gravity;",Mounce,1 Timothy,54,1,4,Roman Empire,4,113,NA,NA,positive,positive
1Tim.5.5,"Now she that is a widow indeed, and desolate, trusteth in God, and continueth in supplications and prayers night and day.",anchor,1 Timothy,54,1,5,Roman Empire,4,113,"Now she that is a widow indeed, and desolate, trusteth in God, and continueth in supplications and prayers night and day.",neutral,NA,neutral
1Tim.3.5,"For if a man know not how to rule his own house, how shall he take care of the church of God?)",Mounce,1 Timothy,54,1,5,Roman Empire,4,113,NA,NA,negative,negative
1Tim.5.6,But she that liveth in pleasure is dead while she liveth.,anchor,1 Timothy,54,1,6,Roman Empire,4,113,But she that liveth in pleasure is dead while she liveth.,negative,NA,negative
1Tim.3.6,"Not a novice, lest being lifted up with pride he fall into the condemnation of the devil.",Mounce,1 Timothy,54,1,6,Roman Empire,4,113,NA,NA,negative,negative
1Tim.4.7,"But refuse profane and old wives’ fables, and exercise thyself rather unto godliness.",StrongOld,1 Timothy,54,1,7,Roman Empire,4,113,"But refuse profane and old wives’ fables, and exercise thyself rather unto godliness.",neutral,NA,neutral
1Tim.5.7,"And these things give in charge, that they may be blameless.",anchor,1 Timothy,54,1,7,Roman Empire,4,113,"And these things give in charge, that they may be blameless.",neutral,NA,neutral
1Tim.3.7,Moreover he must have a good report of them which are without; lest he fall into reproach and the snare of the devil.,Mounce,1 Timothy,54,1,7,Roman Empire,4,113,NA,NA,negative,negative
1Tim.5.8,"But if any provide not for his own, and specially for those of his own house, he hath denied the faith, and is worse than an infidel.",anchor,1 Timothy,54,1,8,Roman Empire,4,113,NA,NA,negative,negative
1Tim.5.9,"Let not a widow be taken into the number under threescore years old, having been the wife of one man,",StrongOld,1 Timothy,54,1,9,Roman Empire,4,113,"Let not a widow be taken into the number under threescore years old, having been the wife of one man,",neutral,NA,neutral
