osisRef,chrono_num,bookOrder,chapter.true,verse.true,verseText,handcoded.sentiment,deberta,deberta.hybrid
Ezek.20.2,3,26,20,2,"Then came the word of the LORD unto me, saying,",NA,neutral,neutral
Ezek.20.3,3,26,20,3,"Son of man, speak unto the elders of Israel, and say unto them, Thus saith the Lord GOD; Are ye come to enquire of me? As I live, saith the Lord GOD, I will not be enquired of by you.",NA,negative,negative
Ezek.20.4,3,26,20,4,"Wilt thou judge them, son of man, wilt thou judge them? cause them to know the abominations of their fathers:",NA,negative,negative
Dan.5.30,3,27,5,30,In that night was Belshazzar the king of the Chaldeans slain.,NA,negative,negative
Dan.5.31,3,27,5,31,"And Darius the Median took the kingdom, being about threescore and two years old.",NA,neutral,neutral
Dan.7.8,3,27,7,8,"I considered the horns, and, behold, there came up among them another little horn, before whom there were three of the first horns plucked up by the roots: and, behold, in this horn were eyes like the eyes of man, and a mouth speaking great things.",NA,negative,negative
Dan.7.9,3,27,7,9,"I beheld till the thrones were cast down, and the Ancient of days did sit, whose garment was white as snow, and the hair of his head like the pure wool: his throne was like the fiery flame, and his wheels as burning fire.",NA,negative,negative
Dan.7.10,3,27,7,10,"A fiery stream issued and came forth from before him: thousand thousands ministered unto him, and ten thousand times ten thousand stood before him: the judgment was set, and the books were opened.",NA,positive,positive
Hos.7.8,3,28,7,8,"Ephraim, he hath mixed himself among the people; Ephraim is a cake not turned.",NA,negative,negative
Hos.7.9,3,28,7,9,"Strangers have devoured his strength, and he knoweth it not: yea, gray hairs are here and there upon him, yet he knoweth not.",NA,negative,negative
Hos.7.10,3,28,7,10,"And the pride of Israel testifieth to his face: and they do not return to the LORD their God, nor seek him for all this.",NA,negative,negative
Joel.1.1,3,29,1,1,The word of the LORD that came to Joel the son of Pethuel.,NA,neutral,neutral
Joel.1.2,3,29,1,2,"Hear this, ye old men, and give ear, all ye inhabitants of the land. Hath this been in your days, or even in the days of your fathers?",NA,positive,positive
Joel.1.3,3,29,1,3,"Tell ye your children of it, and let your children tell their children, and their children another generation.",NA,positive,positive
Joel.1.13,3,29,1,13,"Gird yourselves, and lament, ye priests: howl, ye ministers of the altar: come, lie all night in sackcloth, ye ministers of my God: for the meat offering and the drink offering is withholden from the house of your God.",NA,negative,negative
Joel.1.14,3,29,1,14,"Sanctify ye a fast, call a solemn assembly, gather the elders and all the inhabitants of the land into the house of the LORD your God, and cry unto the LORD,",NA,positive,positive
Joel.1.15,3,29,1,15,"Alas for the day! for the day of the LORD is at hand, and as a destruction from the Almighty shall it come.",NA,negative,negative
Joel.2.15,3,29,2,15,"Blow the trumpet in Zion, sanctify a fast, call a solemn assembly:",NA,positive,positive
Joel.2.16,3,29,2,16,"Gather the people, sanctify the congregation, assemble the elders, gather the children, and those that suck the breasts: let the bridegroom go forth of his chamber, and the bride out of her closet.",neutral,NA,neutral
Joel.2.17,3,29,2,17,"Let the priests, the ministers of the LORD, weep between the porch and the altar, and let them say, Spare thy people, O LORD, and give not thine heritage to reproach, that the heathen should rule over them: wherefore should they say among the people, Where is their God?",NA,negative,negative
Joel.2.27,3,29,2,27,"And ye shall know that I am in the midst of Israel, and that I am the LORD your God, and none else: and my people shall never be ashamed.",NA,positive,positive
Joel.2.28,3,29,2,28,"And it shall come to pass afterward, that I will pour out my spirit upon all flesh; and your sons and your daughters shall prophesy, your old men shall dream dreams, your young men shall see visions:",positive,NA,positive
Joel.2.29,3,29,2,29,And also upon the servants and upon the handmaids in those days will I pour out my spirit.,NA,positive,positive
Zech.8.3,3,38,8,3,"Thus saith the LORD; I am returned unto Zion, and will dwell in the midst of Jerusalem: and Jerusalem shall be called a city of truth; and the mountain of the LORD of hosts the holy mountain.",NA,positive,positive
Zech.8.4,3,38,8,4,"Thus saith the LORD of hosts; There shall yet old men and old women dwell in the streets of Jerusalem, and every man with his staff in his hand for very age.",NA,positive,positive
Zech.8.5,3,38,8,5,And the streets of the city shall be full of boys and girls playing in the streets thereof.,NA,negative,negative
Mal.3.4,3,39,3,4,"Then shall the offering of Judah and Jerusalem be pleasant unto the LORD, as in the days of old, and as in former years.",NA,positive,positive
Mal.3.5,3,39,3,5,"And I will come near to you to judgment; and I will be a swift witness against the sorcerers, and against the adulterers, and against false swearers, and against those that oppress the hireling in his wages, the widow, and the fatherless, and that turn aside the stranger from his right, and fear not me, saith the LORD of hosts.",negative,NA,negative
Mal.3.6,3,39,3,6,"For I am the LORD, I change not; therefore ye sons of Jacob are not consumed.",NA,positive,positive
Matt.15.1,4,40,15,1,"Then came to Jesus scribes and Pharisees, which were of Jerusalem, saying,",NA,neutral,neutral
Matt.15.2,4,40,15,2,Why do thy disciples transgress the tradition of the elders? for they wash not their hands when they eat bread.,negative,NA,negative
Matt.15.3,4,40,15,3,"But he answered and said unto them, Why do ye also transgress the commandment of God by your tradition?",NA,negative,negative
Matt.16.20,4,40,16,20,Then charged he his disciples that they should tell no man that he was Jesus the Christ.,NA,negative,negative
Matt.16.21,4,40,16,21,"From that time forth began Jesus to shew unto his disciples, how that he must go unto Jerusalem, and suffer many things of the elders and chief priests and scribes, and be killed, and be raised again the third day.",NA,negative,negative
Matt.16.22,4,40,16,22,"Then Peter took him, and began to rebuke him, saying, Be it far from thee, Lord: this shall not be unto thee.",NA,negative,negative
Matt.21.22,4,40,21,22,"And all things, whatsoever ye shall ask in prayer, believing, ye shall receive.",NA,positive,positive
Matt.21.23,4,40,21,23,"And when he was come into the temple, the chief priests and the elders of the people came unto him as he was teaching, and said, By what authority doest thou these things? and who gave thee this authority?",NA,neutral,neutral
Matt.21.24,4,40,21,24,"And Jesus answered and said unto them, I also will ask you one thing, which if ye tell me, I in like wise will tell you by what authority I do these things.",NA,positive,positive
Matt.26.2,4,40,26,2,"Ye know that after two days is the feast of the passover, and the Son of man is betrayed to be crucified.",NA,negative,negative
Matt.26.3,4,40,26,3,"Then assembled together the chief priests, and the scribes, and the elders of the people, unto the palace of the high priest, who was called Caiaphas,",NA,neutral,neutral
Matt.26.4,4,40,26,4,"And consulted that they might take Jesus by subtilty, and kill him.",NA,negative,negative
Matt.26.46,4,40,26,46,"Rise, let us be going: behold, he is at hand that doth betray me.",NA,negative,negative
Matt.26.47,4,40,26,47,"And while he yet spake, lo, Judas, one of the twelve, came, and with him a great multitude with swords and staves, from the chief priests and elders of the people.",negative,NA,negative
Matt.26.48,4,40,26,48,"Now he that betrayed him gave them a sign, saying, Whomsoever I shall kiss, that same is he: hold him fast.",NA,negative,negative
Matt.26.56,4,40,26,56,"But all this was done, that the scriptures of the prophets might be fulfilled. Then all the disciples forsook him, and fled.",NA,negative,negative
Matt.26.57,4,40,26,57,"And they that had laid hold on Jesus led him away to Caiaphas the high priest, where the scribes and the elders were assembled.",NA,neutral,neutral
Matt.26.58,4,40,26,58,"But Peter followed him afar off unto the high priest’s palace, and went in, and sat with the servants, to see the end.",NA,neutral,neutral
Matt.26.59,4,40,26,59,"Now the chief priests, and elders, and all the council, sought false witness against Jesus, to put him to death;",negative,NA,negative
Matt.26.60,4,40,26,60,"But found none: yea, though many false witnesses came, yet found they none. At the last came two false witnesses,",NA,negative,negative
Matt.27.1,4,40,27,1,"When the morning was come, all the chief priests and elders of the people took counsel against Jesus to put him to death:",negative,NA,negative
Matt.27.2,4,40,27,2,"And when they had bound him, they led him away, and delivered him to Pontius Pilate the governor.",NA,negative,negative
Matt.27.3,4,40,27,3,"Then Judas, which had betrayed him, when he saw that he was condemned, repented himself, and brought again the thirty pieces of silver to the chief priests and elders,",NA,negative,negative
Matt.27.4,4,40,27,4,"Saying, I have sinned in that I have betrayed the innocent blood. And they said, What is that to us? see thou to that.",NA,negative,negative
Matt.27.11,4,40,27,11,"And Jesus stood before the governor: and the governor asked him, saying, Art thou the King of the Jews? And Jesus said unto him, Thou sayest.",NA,neutral,neutral
Matt.27.12,4,40,27,12,"And when he was accused of the chief priests and elders, he answered nothing.",negative,NA,negative
Matt.27.13,4,40,27,13,"Then said Pilate unto him, Hearest thou not how many things they witness against thee?",NA,negative,negative
Matt.27.19,4,40,27,19,"When he was set down on the judgment seat, his wife sent unto him, saying, Have thou nothing to do with that just man: for I have suffered many things this day in a dream because of him.",NA,negative,negative
Matt.27.20,4,40,27,20,"But the chief priests and elders persuaded the multitude that they should ask Barabbas, and destroy Jesus.",negative,NA,negative
Matt.27.21,4,40,27,21,"The governor answered and said unto them, Whether of the twain will ye that I release unto you? They said, Barabbas.",NA,neutral,neutral
Matt.27.40,4,40,27,40,"And saying, Thou that destroyest the temple, and buildest it in three days, save thyself. If thou be the Son of God, come down from the cross.",NA,positive,positive
Matt.27.41,4,40,27,41,"Likewise also the chief priests mocking him, with the scribes and elders, said,",negative,NA,negative
Matt.27.42,4,40,27,42,"He saved others; himself he cannot save. If he be the King of Israel, let him now come down from the cross, and we will believe him.",NA,positive,positive
Matt.28.11,4,40,28,11,"Now when they were going, behold, some of the watch came into the city, and shewed unto the chief priests all the things that were done.",NA,negative,negative
Matt.28.12,4,40,28,12,"And when they were assembled with the elders, and had taken counsel, they gave large money unto the soldiers,",NA,negative,negative
Matt.28.13,4,40,28,13,"Saying, Say ye, His disciples came by night, and stole him away while we slept.",NA,negative,negative
Mark.7.2,4,41,7,2,"And when they saw some of his disciples eat bread with defiled, that is to say, with unwashen, hands, they found fault.",NA,negative,negative
Mark.7.3,4,41,7,3,"For the Pharisees, and all the Jews, except they wash their hands oft, eat not, holding the tradition of the elders.",NA,negative,negative
Mark.7.4,4,41,7,4,"And when they come from the market, except they wash, they eat not. And many other things there be, which they have received to hold, as the washing of cups, and pots, brasen vessels, and of tables.",NA,negative,negative
Mark.7.5,4,41,7,5,"Then the Pharisees and scribes asked him, Why walk not thy disciples according to the tradition of the elders, but eat bread with unwashen hands?",neutral,NA,neutral
Mark.7.6,4,41,7,6,"He answered and said unto them, Well hath Esaias prophesied of you hypocrites, as it is written, This people honoureth me with their lips, but their heart is far from me.",NA,negative,negative
Mark.7.9,4,41,7,9,"And he said unto them, Full well ye reject the commandment of God, that ye may keep your own tradition.",NA,negative,negative
Mark.7.10,4,41,7,10,"For Moses said, Honour thy father and thy mother; and, Whoso curseth father or mother, let him die the death:",neutral,NA,neutral
Mark.7.11,4,41,7,11,"But ye say, If a man shall say to his father or mother, It is Corban, that is to say, a gift, by whatsoever thou mightest be profited by me; he shall be free.",NA,positive,positive
Mark.8.30,4,41,8,30,And he charged them that they should tell no man of him.,NA,negative,negative
Mark.8.31,4,41,8,31,"And he began to teach them, that the Son of man must suffer many things, and be rejected of the elders, and of the chief priests, and scribes, and be killed, and after three days rise again.",negative,NA,negative
Mark.8.32,4,41,8,32,"And he spake that saying openly. And Peter took him, and began to rebuke him.",NA,negative,negative
Mark.11.26,4,41,11,26,"But if ye do not forgive, neither will your Father which is in heaven forgive your trespasses.",NA,negative,negative
Mark.11.27,4,41,11,27,"And they come again to Jerusalem: and as he was walking in the temple, there come to him the chief priests, and the scribes, and the elders,",neutral,NA,neutral
Mark.11.28,4,41,11,28,"And say unto him, By what authority doest thou these things? and who gave thee this authority to do these things?",NA,neutral,neutral
Mark.14.42,4,41,14,42,"Rise up, let us go; lo, he that betrayeth me is at hand.",NA,negative,negative
Mark.14.43,4,41,14,43,"And immediately, while he yet spake, cometh Judas, one of the twelve, and with him a great multitude with swords and staves, from the chief priests and the scribes and the elders.",NA,negative,negative
Mark.14.44,4,41,14,44,"And he that betrayed him had given them a token, saying, Whomsoever I shall kiss, that same is he; take him, and lead him away safely.",NA,negative,negative
Mark.14.52,4,41,14,52,"And he left the linen cloth, and fled from them naked.",NA,negative,negative
Mark.14.53,4,41,14,53,And they led Jesus away to the high priest: and with him were assembled all the chief priests and the elders and the scribes.,neutral,NA,neutral
Mark.14.54,4,41,14,54,"And Peter followed him afar off, even into the palace of the high priest: and he sat with the servants, and warmed himself at the fire.",NA,neutral,neutral
Mark.15.1,4,41,15,1,"And straightway in the morning the chief priests held a consultation with the elders and scribes and the whole council, and bound Jesus, and carried him away, and delivered him to Pilate.",negative,NA,negative
Mark.15.2,4,41,15,2,"And Pilate asked him, Art thou the King of the Jews? And he answering said unto him, Thou sayest it.",NA,neutral,neutral
Luke.1.6,4,42,1,6,"And they were both righteous before God, walking in all the commandments and ordinances of the Lord blameless.",NA,positive,positive
Luke.1.7,4,42,1,7,"And they had no child, because that Elisabeth was barren, and they both were now well stricken in years.",NA,negative,negative
Luke.1.8,4,42,1,8,"And it came to pass, that while he executed the priest’s office before God in the order of his course,",NA,positive,positive
Luke.1.17,4,42,1,17,"And he shall go before him in the spirit and power of Elias, to turn the hearts of the fathers to the children, and the disobedient to the wisdom of the just; to make ready a people prepared for the Lord.",NA,positive,positive
Luke.1.18,4,42,1,18,"And Zacharias said unto the angel, Whereby shall I know this? for I am an old man, and my wife well stricken in years.",NA,positive,positive
Luke.1.19,4,42,1,19,"And the angel answering said unto him, I am Gabriel, that stand in the presence of God; and am sent to speak unto thee, and to shew thee these glad tidings.",NA,positive,positive
Luke.1.35,4,42,1,35,"And the angel answered and said unto her, The Holy Ghost shall come upon thee, and the power of the Highest shall overshadow thee: therefore also that holy thing which shall be born of thee shall be called the Son of God.",NA,positive,positive
Luke.1.36,4,42,1,36,"And, behold, thy cousin Elisabeth, she hath also conceived a son in her old age: and this is the sixth month with her, who was called barren.",positive,NA,positive
Luke.1.37,4,42,1,37,For with God nothing shall be impossible.,NA,positive,positive
Luke.2.35,4,42,2,35,"Yea, a sword shall pierce through thy own soul also,) that the thoughts of many hearts may be revealed.",NA,negative,negative
Luke.2.36,4,42,2,36,"And there was one Anna, a prophetess, the daughter of Phanuel, of the tribe of Aser: she was of a great age, and had lived with an husband seven years from her virginity;",NA,neutral,neutral
Luke.2.37,4,42,2,37,"And she was a widow of about fourscore and four years, which departed not from the temple, but served God with fastings and prayers night and day.",NA,positive,positive
Luke.2.38,4,42,2,38,"And she coming in that instant gave thanks likewise unto the Lord, and spake of him to all them that looked for redemption in Jerusalem.",NA,positive,positive
Luke.7.2,4,42,7,2,"And a certain centurion’s servant, who was dear unto him, was sick, and ready to die.",NA,negative,negative
Luke.7.3,4,42,7,3,"And when he heard of Jesus, he sent unto him the elders of the Jews, beseeching him that he would come and heal his servant.",NA,positive,positive
Luke.7.4,4,42,7,4,"And when they came to Jesus, they besought him instantly, saying, That he was worthy for whom he should do this:",NA,positive,positive
Luke.7.12,4,42,7,12,"Now when he came nigh to the gate of the city, behold, there was a dead man carried out, the only son of his mother, and she was a widow: and much people of the city was with her.",NA,negative,negative
Luke.7.13,4,42,7,13,"And when the Lord saw her, he had compassion on her, and said unto her, Weep not.",positive,NA,positive
Luke.7.14,4,42,7,14,"And he came and touched the bier: and they that bare him stood still. And he said, Young man, I say unto thee, Arise.",NA,negative,negative
Luke.9.7,4,42,9,7,"Now Herod the tetrarch heard of all that was done by him: and he was perplexed, because that it was said of some, that John was risen from the dead;",NA,negative,negative
Luke.9.8,4,42,9,8,"And of some, that Elias had appeared; and of others, that one of the old prophets was risen again.",neutral,NA,neutral
Luke.9.9,4,42,9,9,"And Herod said, John have I beheaded: but who is this, of whom I hear such things? And he desired to see him.",NA,negative,negative
Luke.9.18,4,42,9,18,"And it came to pass, as he was alone praying, his disciples were with him: and he asked them, saying, Whom say the people that I am?",NA,neutral,neutral
Luke.9.19,4,42,9,19,"They answering said, John the Baptist; but some say, Elias; and others say, that one of the old prophets is risen again.",NA,neutral,neutral
Luke.9.20,4,42,9,20,"He said unto them, But whom say ye that I am? Peter answering said, The Christ of God.",NA,neutral,neutral
Luke.9.21,4,42,9,21,"And he straitly charged them, and commanded them to tell no man that thing;",NA,negative,negative
Luke.9.22,4,42,9,22,"Saying, The Son of man must suffer many things, and be rejected of the elders and chief priests and scribes, and be slain, and be raised the third day.",negative,NA,negative
Luke.9.23,4,42,9,23,"And he said to them all, If any man will come after me, let him deny himself, and take up his cross daily, and follow me.",NA,positive,positive
Luke.20.1,4,42,20,1,"And it came to pass, that on one of those days, as he taught the people in the temple, and preached the gospel, the chief priests and the scribes came upon him with the elders,",NA,neutral,neutral
Luke.20.2,4,42,20,2,"And spake unto him, saying, Tell us, by what authority doest thou these things? or who is he that gave thee this authority?",NA,neutral,neutral
Luke.21.1,4,42,21,1,"And he looked up, and saw the rich men casting their gifts into the treasury.",NA,positive,positive
Luke.21.2,4,42,21,2,And he saw also a certain poor widow casting in thither two mites.,NA,positive,positive
Luke.21.3,4,42,21,3,"And he said, Of a truth I say unto you, that this poor widow hath cast in more than they all:",NA,negative,negative
Luke.21.4,4,42,21,4,For all these have of their abundance cast in unto the offerings of God: but she of her penury hath cast in all the living that she had.,positive,NA,positive
Luke.21.5,4,42,21,5,"And as some spake of the temple, how it was adorned with goodly stones and gifts, he said,",NA,positive,positive
Luke.22.51,4,42,22,51,"And Jesus answered and said, Suffer ye thus far. And he touched his ear, and healed him.",NA,positive,positive
Luke.22.52,4,42,22,52,"Then Jesus said unto the chief priests, and captains of the temple, and the elders, which were come to him, Be ye come out, as against a thief, with swords and staves?",NA,negative,negative
Luke.22.53,4,42,22,53,"When I was daily with you in the temple, ye stretched forth no hands against me: but this is your hour, and the power of darkness.",NA,negative,negative
Luke.22.65,4,42,22,65,And many other things blasphemously spake they against him.,NA,negative,negative
Luke.22.66,4,42,22,66,"And as soon as it was day, the elders of the people and the chief priests and the scribes came together, and led him into their council, saying,",NA,neutral,neutral
Luke.22.67,4,42,22,67,"Art thou the Christ? tell us. And he said unto them, If I tell you, ye will not believe:",NA,negative,negative
John.3.3,4,43,3,3,"Jesus answered and said unto him, Verily, verily, I say unto thee, Except a man be born again, he cannot see the kingdom of God.",NA,positive,positive
John.3.4,4,43,3,4,"Nicodemus saith unto him, How can a man be born when he is old? can he enter the second time into his mother’s womb, and be born?",NA,negative,negative
John.3.5,4,43,3,5,"Jesus answered, Verily, verily, I say unto thee, Except a man be born of water and of the Spirit, he cannot enter into the kingdom of God.",NA,positive,positive
John.8.56,4,43,8,56,"Your father Abraham rejoiced to see my day: and he saw it, and was glad.",NA,positive,positive
John.8.57,4,43,8,57,"Then said the Jews unto him, Thou art not yet fifty years old, and hast thou seen Abraham?",NA,neutral,neutral
John.8.58,4,43,8,58,"Jesus said unto them, Verily, verily, I say unto you, Before Abraham was, I am.",NA,positive,positive
John.21.17,4,43,21,17,"He saith unto him the third time, Simon, son of Jonas, lovest thou me? Peter was grieved because he said unto him the third time, Lovest thou me? And he said unto him, Lord, thou knowest all things; thou knowest that I love thee. Jesus saith unto him, Feed my sheep.",NA,neutral,neutral
John.21.18,4,43,21,18,"Verily, verily, I say unto thee, When thou wast young, thou girdedst thyself, and walkedst whither thou wouldest: but when thou shalt be old, thou shalt stretch forth thy hands, and another shall gird thee, and carry thee whither thou wouldest not.",negative,NA,negative
John.21.19,4,43,21,19,"This spake he, signifying by what death he should glorify God. And when he had spoken this, he saith unto him, Follow me.",NA,positive,positive
Acts.2.16,4,44,2,16,But this is that which was spoken by the prophet Joel;,NA,neutral,neutral
Acts.2.17,4,44,2,17,"And it shall come to pass in the last days, saith God, I will pour out of my Spirit upon all flesh: and your sons and your daughters shall prophesy, and your young men shall see visions, and your old men shall dream dreams:",NA,positive,positive
Acts.2.18,4,44,2,18,And on my servants and on my handmaidens I will pour out in those days of my Spirit; and they shall prophesy:,NA,positive,positive
Acts.4.4,4,44,4,4,Howbeit many of them which heard the word believed; and the number of the men was about five thousand.,NA,negative,negative
Acts.4.5,4,44,4,5,"And it came to pass on the morrow, that their rulers, and elders, and scribes,",NA,positive,positive
Acts.4.6,4,44,4,6,"And Annas the high priest, and Caiaphas, and John, and Alexander, and as many as were of the kindred of the high priest, were gathered together at Jerusalem.",NA,neutral,neutral
Acts.4.7,4,44,4,7,"And when they had set them in the midst, they asked, By what power, or by what name, have ye done this?",NA,positive,positive
Acts.4.8,4,44,4,8,"Then Peter, filled with the Holy Ghost, said unto them, Ye rulers of the people, and elders of Israel,",NA,neutral,neutral
Acts.4.9,4,44,4,9,"If we this day be examined of the good deed done to the impotent man, by what means he is made whole;",NA,negative,negative
Acts.4.21,4,44,4,21,"So when they had further threatened them, they let them go, finding nothing how they might punish them, because of the people: for all men glorified God for that which was done.",NA,negative,negative
Acts.4.22,4,44,4,22,"For the man was above forty years old, on whom this miracle of healing was shewed.",positive,NA,positive
Acts.4.23,4,44,4,23,"And being let go, they went to their own company, and reported all that the chief priests and elders had said unto them.",neutral,NA,neutral
Acts.4.24,4,44,4,24,"And when they heard that, they lifted up their voice to God with one accord, and said, Lord, thou art God, which hast made heaven, and earth, and the sea, and all that in them is:",NA,positive,positive
Acts.6.1,4,44,6,1,"And in those days, when the number of the disciples was multiplied, there arose a murmuring of the Grecians against the Hebrews, because their widows were neglected in the daily ministration.",negative,NA,negative
Acts.6.2,4,44,6,2,"Then the twelve called the multitude of the disciples unto them, and said, It is not reason that we should leave the word of God, and serve tables.",NA,neutral,neutral
Acts.6.11,4,44,6,11,"Then they suborned men, which said, We have heard him speak blasphemous words against Moses, and against God.",NA,negative,negative
Acts.6.12,4,44,6,12,"And they stirred up the people, and the elders, and the scribes, and came upon him, and caught him, and brought him to the council,",negative,NA,negative
Acts.6.13,4,44,6,13,"And set up false witnesses, which said, This man ceaseth not to speak blasphemous words against this holy place, and the law:",NA,negative,negative
Acts.7.22,4,44,7,22,"And Moses was learned in all the wisdom of the Egyptians, and was mighty in words and in deeds.",NA,positive,positive
Acts.7.23,4,44,7,23,"And when he was full forty years old, it came into his heart to visit his brethren the children of Israel.",NA,positive,positive
Acts.7.24,4,44,7,24,"And seeing one of them suffer wrong, he defended him, and avenged him that was oppressed, and smote the Egyptian:",NA,negative,negative
Acts.9.38,4,44,9,38,"And forasmuch as Lydda was nigh to Joppa, and the disciples had heard that Peter was there, they sent unto him two men, desiring him that he would not delay to come to them.",NA,neutral,neutral
Acts.9.39,4,44,9,39,"Then Peter arose and went with them. When he was come, they brought him into the upper chamber: and all the widows stood by him weeping, and shewing the coats and garments which Dorcas made, while she was with them.",NA,negative,negative
Acts.9.40,4,44,9,40,"But Peter put them all forth, and kneeled down, and prayed; and turning him to the body said, Tabitha, arise. And she opened her eyes: and when she saw Peter, she sat up.",NA,neutral,neutral
Acts.11.29,4,44,11,29,"Then the disciples, every man according to his ability, determined to send relief unto the brethren which dwelt in Judaea:",NA,neutral,neutral
Acts.11.30,4,44,11,30,"Which also they did, and sent it to the elders by the hands of Barnabas and Saul.",neutral,NA,neutral
Acts.14.22,4,44,14,22,"Confirming the souls of the disciples, and exhorting them to continue in the faith, and that we must through much tribulation enter into the kingdom of God.",NA,positive,positive
Acts.14.23,4,44,14,23,"And when they had ordained them elders in every church, and had prayed with fasting, they commended them to the Lord, on whom they believed.",positive,NA,positive
Acts.14.24,4,44,14,24,"And after they had passed throughout Pisidia, they came to Pamphylia.",NA,neutral,neutral
Acts.15.1,4,44,15,1,"And certain men which came down from Judaea taught the brethren, and said, Except ye be circumcised after the manner of Moses, ye cannot be saved.",NA,negative,negative
Acts.15.2,4,44,15,2,"When therefore Paul and Barnabas had no small dissension and disputation with them, they determined that Paul and Barnabas, and certain other of them, should go up to Jerusalem unto the apostles and elders about this question.",NA,neutral,neutral
Acts.15.3,4,44,15,3,"And being brought on their way by the church, they passed through Phenice and Samaria, declaring the conversion of the Gentiles: and they caused great joy unto all the brethren.",NA,positive,positive
Acts.15.4,4,44,15,4,"And when they were come to Jerusalem, they were received of the church, and of the apostles and elders, and they declared all things that God had done with them.",positive,NA,positive
Acts.15.5,4,44,15,5,"But there rose up certain of the sect of the Pharisees which believed, saying, That it was needful to circumcise them, and to command them to keep the law of Moses.",NA,neutral,neutral
Acts.15.6,4,44,15,6,And the apostles and elders came together for to consider of this matter.,neutral,NA,neutral
Acts.15.7,4,44,15,7,"And when there had been much disputing, Peter rose up, and said unto them, Men and brethren, ye know how that a good while ago God made choice among us, that the Gentiles by my mouth should hear the word of the gospel, and believe.",NA,negative,negative
Acts.15.20,4,44,15,20,"But that we write unto them, that they abstain from pollutions of idols, and from fornication, and from things strangled, and from blood.",NA,negative,negative
Acts.15.21,4,44,15,21,"For Moses of old time hath in every city them that preach him, being read in the synagogues every sabbath day.",NA,positive,positive
Acts.15.22,4,44,15,22,"Then pleased it the apostles and elders, with the whole church, to send chosen men of their own company to Antioch with Paul and Barnabas; namely, Judas surnamed Barsabas, and Silas, chief men among the brethren:",NA,neutral,neutral
Acts.15.23,4,44,15,23,And they wrote letters by them after this manner; The apostles and elders and brethren send greeting unto the brethren which are of the Gentiles in Antioch and Syria and Cilicia:,NA,positive,positive
Acts.15.24,4,44,15,24,"Forasmuch as we have heard, that certain which went out from us have troubled you with words, subverting your souls, saying, Ye must be circumcised, and keep the law: to whom we gave no such commandment:",NA,negative,negative
Acts.16.3,4,44,16,3,Him would Paul have to go forth with him; and took and circumcised him because of the Jews which were in those quarters: for they knew all that his father was a Greek.,NA,positive,positive
Acts.16.4,4,44,16,4,"And as they went through the cities, they delivered them the decrees for to keep, that were ordained of the apostles and elders which were at Jerusalem.",NA,positive,positive
Acts.16.5,4,44,16,5,"And so were the churches established in the faith, and increased in number daily.",NA,positive,positive
Acts.20.16,4,44,20,16,"For Paul had determined to sail by Ephesus, because he would not spend the time in Asia: for he hasted, if it were possible for him, to be at Jerusalem the day of Pentecost.",NA,negative,negative
Acts.20.17,4,44,20,17,"And from Miletus he sent to Ephesus, and called the elders of the church.",NA,neutral,neutral
Acts.20.18,4,44,20,18,"And when they were come to him, he said unto them, Ye know, from the first day that I came into Asia, after what manner I have been with you at all seasons,",NA,positive,positive
Acts.21.15,4,44,21,15,"And after those days we took up our carriages, and went up to Jerusalem.",NA,neutral,neutral
Acts.21.16,4,44,21,16,"There went with us also certain of the disciples of Caesarea, and brought with them one Mnason of Cyprus, an old disciple, with whom we should lodge.",NA,neutral,neutral
Acts.21.17,4,44,21,17,"And when we were come to Jerusalem, the brethren received us gladly.",NA,positive,positive
Acts.21.18,4,44,21,18,And the day following Paul went in with us unto James; and all the elders were present.,neutral,NA,neutral
Acts.21.19,4,44,21,19,"And when he had saluted them, he declared particularly what things God had wrought among the Gentiles by his ministry.",NA,positive,positive
Acts.22.4,4,44,22,4,"And I persecuted this way unto the death, binding and delivering into prisons both men and women.",NA,negative,negative
Acts.22.5,4,44,22,5,"As also the high priest doth bear me witness, and all the estate of the elders: from whom also I received letters unto the brethren, and went to Damascus, to bring them which were there bound unto Jerusalem, for to be punished.",NA,negative,negative
Acts.22.6,4,44,22,6,"And it came to pass, that, as I made my journey, and was come nigh unto Damascus about noon, suddenly there shone from heaven a great light round about me.",NA,negative,negative
Acts.23.13,4,44,23,13,And they were more than forty which had made this conspiracy.,NA,negative,negative
Acts.23.14,4,44,23,14,"And they came to the chief priests and elders, and said, We have bound ourselves under a great curse, that we will eat nothing until we have slain Paul.",negative,NA,negative
Acts.23.15,4,44,23,15,"Now therefore ye with the council signify to the chief captain that he bring him down unto you to morrow, as though ye would enquire something more perfectly concerning him: and we, or ever he come near, are ready to kill him.",NA,negative,negative
Acts.24.1,4,44,24,1,"And after five days Ananias the high priest descended with the elders, and with a certain orator named Tertullus, who informed the governor against Paul.",neutral,NA,neutral
Acts.24.2,4,44,24,2,"And when he was called forth, Tertullus began to accuse him, saying, Seeing that by thee we enjoy great quietness, and that very worthy deeds are done unto this nation by thy providence,",NA,negative,negative
Acts.25.14,4,44,25,14,"And when they had been there many days, Festus declared Paul’s cause unto the king, saying, There is a certain man left in bonds by Felix:",NA,neutral,neutral
Acts.25.15,4,44,25,15,"About whom, when I was at Jerusalem, the chief priests and the elders of the Jews informed me, desiring to have judgment against him.",NA,negative,negative
